id,title,release_date,genres,year
433082,Across the Waters,10/27/2016,"['Drama', 'History', 'War']",2016
42539,The Birch Wood,11/10/1970,"['Drama', 'Family', 'Music', 'Romance']",1970
110001,Escape from Segovia,11/7/1981,"['Crime', 'Drama']",1981
381009,Donald Cried,3/3/2017,"['Drama', 'Comedy']",2017
24948,Zombies! Zombies! Zombies!,9/9/2008,"['Comedy', 'Horror']",2008
90231,Kill Zombie!,2/16/2012,"['Comedy', 'Horror']",2012
28602,Zombie Wars,11/10/2006,['Horror'],2006
224113,Zombie Fever,8/14/2013,"['Comedy', 'Horror']",2013
434661,Zombie Pizza,4/27/2017,"['Horror', 'Comedy']",2017
86658,Zombie Christ,10/27/2010,['Horror'],2010
410988,Stake Land II: The Stakelander,10/14/2016,"['Action', 'Horror']",2016
371463,Sand Storm,1/25/2016,['Drama'],2016
345909,Wolves,10/25/2016,['Drama'],2016
340101,Their Finest,4/6/2017,"['Romance', 'War', 'Comedy', 'Drama']",2017
433356,The Ottoman Lieutenant,3/10/2017,"['Romance', 'Drama', 'War']",2017
410117,Lady Macbeth,1/20/2017,['Drama'],2017
354285,The Sense of an Ending,3/10/2017,"['Mystery', 'Drama']",2017
340676,Personal Shopper,10/19/2016,"['Drama', 'Mystery', 'Thriller']",2016
403252,The Railroad Lady,8/5/2016,"['Comedy', 'Drama']",2016
4369,Just a Question of Love,1/1/2000,"['Drama', 'Romance']",2000
356401,Wedding Doll,7/15/2015,['Drama'],2015
403114,Window Horses,6/13/2016,"['Animation', 'Drama']",2016
53163,Love on Delivery,2/4/1994,"['Comedy', 'Action']",1994
246252,The Strange Ones,1/20/2011,"['Drama', 'Mystery']",2011
70740,Goblin,7/13/2010,"['Horror', 'Fantasy', 'Science Fiction']",2010
371504,River,10/13/2015,"['Crime', 'Drama', 'Mystery', 'TV Movie']",2015
393443,Extremis,4/17/2016,['Documentary'],2016
309028,Midnight Diner,11/10/2014,['Drama'],2014
422960,4.1 Miles,9/28/2016,['Documentary'],2016
416499,The Rolling Stones - Havana Moon,9/23/2016,['Music'],2016
317560,Carrie Pilby,3/31/2017,"['Drama', 'Comedy']",2017
75944,The Jackpot!,12/18/1991,"['Adventure', 'Comedy']",1991
56947,La crise,12/2/1992,"['Drama', 'Comedy']",1992
327231,For Better and Worse,3/6/2015,['Comedy'],2015
416166,The Institute,3/3/2017,['Thriller'],2017
352845,Lead with Your Heart,9/19/2015,"['TV Movie', 'Drama', 'Romance']",2015
430128,Internet - O Filme,2/23/2017,['Comedy'],2017
240733,Shame the Devil,12/2/2013,"['Thriller', 'Crime', 'Mystery']",2013
400610,Prey,10/13/2016,"['Horror', 'Thriller']",2016
393949,Joe's Violin,4/14/2016,['Documentary'],2016
434616,Patients,3/1/2017,"['Drama', 'Comedy']",2017
399173,The Assignment,4/27/2016,"['Action', 'Crime', 'Thriller']",2016
75203,Day of the Panther,6/28/1988,['Action'],1988
13544,FB: Fighting Beat,1/1/2007,['Action'],2007
55505,To Be the Best,8/3/1993,['Action'],1993
29801,Fists of Iron,1/1/1995,['Action'],1995
38526,Bangkok Adrenaline,5/14/2009,"['Action', 'Comedy']",2009
71539,Ramones: Raw,9/28/2004,"['Documentary', 'Music']",2004
283378,Fallen,11/10/2016,"['Drama', 'Fantasy', 'Romance']",2016
214134,Laughter of Others,1/12/2012,['Documentary'],2012
294161,Tainá: An Amazon Adventure,1/12/2001,"['Family', 'Fantasy', 'Adventure']",2001
227970,Men Are From Mars... And That’s Where I’m Going!,5/2/2014,['Comedy'],2014
261461,Loucas pra Casar,1/8/2015,['Comedy'],2015
132518,Yes or No 2,8/16/2012,[],2012
224233,Mato sem Cachorro,10/4/2013,['Comedy'],2013
345938,The Shack,3/3/2017,"['Drama', 'Fantasy']",2017
278475,Şevkat Yerimdar,10/25/2013,"['Romance', 'Comedy']",2013
334939,Sword of D'Artagnan,6/24/2015,"['Family', 'Adventure']",2015
203273,Some Dogs Bite,10/1/2010,['Drama'],2010
422715,The Bride,1/19/2017,"['Mystery', 'Horror', 'Thriller']",2017
408550,Les Pépites,10/5/2016,['Documentary'],2016
172297,The Shimmering Beast,10/15/1982,['Documentary'],1982
395992,Life,3/22/2017,"['Horror', 'Science Fiction', 'Thriller']",2017
69535,Race to Mars,9/23/2007,['Science Fiction'],2007
37213,Lovely Complex,7/12/2006,"['Comedy', 'Romance']",2006
57979,Pro Dia Nascer Feliz,3/23/2006,['Documentary'],2006
41520,Chico Xavier,4/2/2010,['Drama'],2010
81232,Foster,2/10/2011,"['Comedy', 'Drama', 'Family']",2011
269043,National Geographic American Blackout,8/27/2013,['Drama'],2013
405882,Don't Kill It,8/27/2016,"['Fantasy', 'Horror']",2016
105843,"Goto, Island of Love",9/1/1969,['Drama'],1969
403867,Kaabil,1/26/2017,"['Action', 'Crime', 'Romance']",2017
366499,Zip & Zap and the Captain's Island,7/29/2016,"['Adventure', 'Comedy']",2016
445602,The Raking,3/7/2017,['Horror'],2017
26882,Bugcrush,1/20/2006,"['Thriller', 'Horror']",2006
384452,Cruel Summer,8/27/2016,"['Drama', 'Horror', 'Thriller']",2016
434336,The Sunshine Makers,11/1/2015,['Documentary'],2015
314095,The Lost City of Z,10/15/2016,"['Action', 'Adventure', 'Drama', 'History']",2016
347882,Sleight,4/28/2017,"['Drama', 'Thriller', 'Action', 'Science Fiction']",2017
11795,Guyver: Dark Hero,4/20/1994,['Science Fiction'],1994
38145,Robert Schimmel: Unprotected,1/1/1999,['Comedy'],1999
21576,Bill Maher: Be More Cynical,6/10/2000,['Comedy'],2000
26797,Denis Leary: No Cure for Cancer,1/12/1993,['Comedy'],1993
66109,Wyatt Cenac: Comedy Person,5/14/2011,['Comedy'],2011
24979,"Nick Swardson: Seriously, Who Farted?",5/19/2009,['Comedy'],2009
21587,Jon Stewart: Unleavened,1/1/1996,['Comedy'],1996
382474,Triumph’s Election Special 2016,2/11/2016,['Comedy'],2016
149883,Eugene Mirman: An Evening of Comedy in a Fake Underground Laboratory,12/21/2012,['Comedy'],2012
194144,"Pete Holmes: Nice Try, the Devil!",5/12/2013,['Comedy'],2013
419037,Kurt Braunohler: Trust Me,3/3/2017,['Comedy'],2017
141803,Moshe Kasher: Live in Oakland,10/26/2012,['Comedy'],2012
144092,Chris Hardwick: Mandroid,11/10/2012,['Comedy'],2012
401840,School's out,5/30/2017,[],2017
171597,Rânia,1/29/2012,[],2012
271467,School Dance,7/2/2014,"['Comedy', 'Music']",2014
382591,Two Is a Family,12/7/2016,"['Drama', 'Comedy']",2016
140465,Prohibition,10/2/2011,['Documentary'],2011
381347,Decadence and Downfall: The Shah of Iran's Ultimate Party,2/14/2016,['Documentary'],2016
367147,Buster's Mal Heart,4/28/2017,"['Mystery', 'Drama']",2017
101915,Tess of the D'Urbervilles,9/14/2008,['Drama'],2008
391975,2 Lava 2 Lantula!,8/6/2016,"['Horror', 'Science Fiction', 'Thriller']",2016
15473,LD 50 Lethal Dose,2/23/2003,['Horror'],2003
434724,The King,1/18/2017,"['Drama', 'Crime']",2017
42211,Killer Nun,5/9/1979,"['Drama', 'Horror', 'Thriller']",1979
423536,Ghosts of Darkness,3/1/2017,['Horror'],2017
126204,Black Ice,1/1/1994,[],1994
390930,If Cats Disappeared From the World,5/14/2016,['Drama'],2016
346758,The Magic Mountain,7/8/2015,[],2015
53962,The Mediator,1/1/1990,[],1990
115161,Fish Heads,1/1/1980,"['TV Movie', 'Music']",1980
305470,Power Rangers,3/23/2017,"['Action', 'Adventure', 'Science Fiction']",2017
126889,Alien: Covenant,5/9/2017,"['Horror', 'Science Fiction', 'Thriller']",2017
419522,Beata ignoranza,2/23/2017,['Comedy'],2017
173631,Bremer Freiheit,12/12/1972,['Drama'],1972
154718,Jail Bait,1/9/1973,['Drama'],1973
334521,Free Fire,3/31/2017,"['Action', 'Comedy', 'Crime', 'Thriller']",2017
381015,The Other Half,12/2/2016,"['Drama', 'Romance']",2016
153073,Escape from Mars,3/25/1999,['Science Fiction'],1999
37938,Stranger in Our House,10/31/1978,"['Horror', 'Thriller', 'TV Movie']",1978
394385,Rainer Werner Fassbinder's World on a Wire: Looking Ahead to Today,2/18/2010,['Documentary'],2010
74124,Shinjuku Boys,7/1/1995,[],1995
56002,Angèle and Tony,1/26/2011,['Romance'],2011
272075,Silvered Water,12/17/2014,['Documentary'],2014
296082,Austin to Boston,6/12/2015,"['Documentary', 'Music']",2015
442075,Southern Fried Bigfoot,11/10/2007,['Documentary'],2007
254967,Between Two Wars,11/5/1978,[],1978
216919,Deseo,11/23/2012,['Drama'],2012
318832,e-motion,1/1/2013,['Documentary'],2013
430826,Casting JonBenet,4/28/2017,['Documentary'],2017
436334,Django,4/26/2017,['Drama'],2017
387886,Canola,5/19/2016,"['Family', 'Drama']",2016
402423,The Vessel,9/15/2016,['Drama'],2016
410694,Milton's Secret,9/30/2016,"['Drama', 'Family']",2016
400014,God's Compass,4/21/2016,['Drama'],2016
387700,The Passion,3/20/2016,"['Drama', 'Music']",2016
444513,Amy Schumer: The Leather Special,3/7/2017,['Comedy'],2017
150747,Dead Man Talking,10/3/2012,"['Comedy', 'Drama']",2012
323788,The Man in 3B,11/6/2015,['Mystery'],2015
419747,Halloweed,10/18/2016,"['Horror', 'Comedy']",2016
360808,Doctor's Orders,11/1/1934,['Comedy'],1934
73478,The Prince and the Pauper,3/11/1962,[],1962
103706,Almost Angels,9/26/1962,[],1962
273848,The Amorous Prawn,11/26/1962,['Comedy'],1962
241302,The Importance of Being Earnest,1/1/1986,[],1986
291577,Miguel San Miguel,11/15/2012,[],2012
243764,As You See,1/1/1986,['Documentary'],1986
255635,Are We Ok?,11/29/2013,"['Comedy', 'Drama']",2013
300490,Unutursam Fısılda,10/29/2014,"['Music', 'Drama']",2014
439695,Unexpected Journey,3/10/2017,"['Comedy', 'Drama']",2017
94065,Slaves in Bondage,7/24/1937,['Drama'],1937
366561,Blindpassasjer,,[],
371899,The Puppet Syndrome,11/5/2015,['Drama'],2015
47616,The Yellow Rolls-Royce,12/31/1964,"['Comedy', 'Romance', 'Drama']",1964
167618,The Strange Case of Wilhelm Reich,1/17/2013,['Drama'],2013
99343,Next Floor,10/3/2008,['Comedy'],2008
351863,The Shaman,4/18/2015,"['Thriller', 'Science Fiction', 'Drama']",2015
126919,The Scapegoat,8/6/1959,"['Crime', 'Drama', 'Mystery', 'Thriller']",1959
2459,An Elephant Can Be Extremely Deceptive,9/22/1976,['Comedy'],1976
347413,Little Witch Academia: The Enchanted Parade,7/3/2015,"['Action', 'Animation', 'Fantasy', 'Comedy']",2015
31501,Samurai X: Trust & Betrayal,1/1/1999,"['Animation', 'Action', 'Adventure', 'Drama', 'Romance']",1999
34311,Sleepaway Camp II: Unhappy Campers,10/31/1988,"['Horror', 'Comedy']",1988
35793,Penny Points to Paradise,1/1/1951,['Comedy'],1951
99802,A Day at the Beach,4/17/1972,"['Drama', 'Foreign']",1972
401546,The Dinner,5/5/2017,"['Drama', 'Thriller']",2017
424634,Wild Mouse,2/17/2017,"['Comedy', 'Crime', 'Drama']",2017
443053,The Avenue,1/1/2017,"['Crime', 'Drama']",2017
447511,The Bridge on the River Kwai: An Appreciation by Filmmaker John Milius,11/21/2000,['Documentary'],2000
48852,The Choirboys,12/23/1977,"['Drama', 'Comedy', 'Crime']",1977
66159,The Most Fertile Man in Ireland,6/8/2000,"['Comedy', 'Foreign']",2000
240491,Ngati,7/1/1987,[],1987
179188,Jungle Cat,12/16/1959,[],1959
388202,Arsenal,1/6/2017,"['Action', 'Crime', 'Thriller']",2017
7290,2001: A Space Travesty,10/31/2000,"['Comedy', 'Science Fiction']",2000
15043,Brink!,8/28/1998,['Drama'],1998
18051,Timecop 2: The Berlin Decision,9/30/2003,"['Action', 'Science Fiction']",2003
405473,A Date for Mad Mary,9/2/2016,"['Romance', 'Drama', 'Comedy']",2016
437031,Rescue Under Fire,3/10/2017,['War'],2017
446048,Jim Norton: Mouthful of Shame,3/14/2017,['Comedy'],2017
27076,Epoch: Evolution,11/29/2003,"['Action', 'Science Fiction', 'Thriller']",2003
20004,Epoch,11/24/2001,['Science Fiction'],2001
405670,Zoology,11/24/2016,"['Fantasy', 'Drama']",2016
441168,From Straight A's to XXX,2/11/2017,['Drama'],2017
41128,Snapdragon,12/1/1993,"['Romance', 'Thriller', 'Mystery']",1993
211798,Wallace & Gromit's Cracking Contraptions,10/15/2002,"['Animation', 'Comedy']",2002
58692,Slove,2/21/2011,"['Action', 'Thriller']",2011
13841,Rad,3/21/1986,"['Drama', 'Family']",1986
6105,Dead Man's Folly,1/8/1986,"['Crime', 'Drama', 'Thriller', 'Mystery']",1986
255552,My Brother's Keeper,2/7/2014,['Drama'],2014
133485,Jaurès,2/11/2012,['History'],2012
74121,Gaea Girls,8/16/2000,['Documentary'],2000
392207,The Invisible Guardian,3/3/2017,['Thriller'],2017
9830,Haven,9/11/2004,"['Drama', 'Crime']",2004
85548,Windwalker,12/12/1980,"['Adventure', 'Drama', 'Western']",1980
355277,Born in China,4/21/2017,['Documentary'],2017
356200,One Breath,1/28/2016,['Drama'],2016
408219,Population Zero,4/26/2016,"['Crime', 'Mystery', 'Thriller']",2016
1848,Poodle Springs,7/25/1998,"['Mystery', 'Crime']",1998
412302,Gemini,3/12/2017,['Thriller'],2017
270822,Junior,1/1/2011,['Documentary'],2011
128284,Rain,12/14/1929,['Documentary'],1929
421962,Lily  & the Snowman,12/13/2015,['Animation'],2015
392790,Ma' Rosa,11/9/2016,['Drama'],2016
440767,Trevor Noah: Afraid of the Dark,2/21/2017,['Comedy'],2017
27551,The Barbarians,3/1/1987,"['Fantasy', 'Adventure']",1987
81472,Kill Squad,6/1/1982,"['Action', 'Drama']",1982
33310,Smash Palace,4/30/1982,"['Drama', 'Foreign']",1982
15090,Icebreaker,1/1/2000,"['Action', 'Adventure', 'Thriller']",2000
25610,The Tommyknockers,5/9/1993,"['Horror', 'Science Fiction']",1993
30999,Jason and the Argonauts,1/7/2001,"['Action', 'Adventure', 'Family', 'Fantasy']",2001
19002,Darkman III: Die Darkman Die,8/20/1996,"['Action', 'Thriller', 'Science Fiction']",1996
27296,The Gingerdead Man,1/1/2005,"['Fantasy', 'Horror', 'Comedy']",2005
7837,The Time Shifters,10/17/1999,"['Science Fiction', 'Thriller', 'Action']",1999
19766,Inspector Gadget 2,3/11/2003,"['Action', 'Adventure', 'Comedy', 'Family']",2003
15212,Species: The Awakening,10/2/2007,"['Horror', 'Science Fiction', 'Thriller']",2007
9711,Species III,11/26/2004,"['Science Fiction', 'Action', 'Horror']",2004
1596,Population 436,7/4/2006,"['Drama', 'Horror', 'Mystery', 'Thriller']",2006
20760,Lilo & Stitch 2: Stitch has a Glitch,1/29/2005,"['Animation', 'Comedy', 'Family']",2005
20860,The Stoned Age,12/5/1994,['Comedy'],1994
14611,Ultimate Avengers 2,8/8/2006,"['Adventure', 'Animation', 'Action', 'Science Fiction']",2006
23134,Totally Awesome,11/7/2006,['Comedy'],2006
11155,Christmas Vacation 2: Cousin Eddie's Island Adventure,1/1/2003,['Comedy'],2003
15982,The Legend of Billie Jean,7/19/1985,"['Action', 'Drama']",1985
18500,The Sandlot 2,5/3/2005,"['Comedy', 'Family']",2005
79678,Introducing... Janet,1/1/1981,[],1981
371741,Ali and Nino,1/27/2016,"['Drama', 'Romance']",2016
409366,Thirst,8/2/2016,"['Action', 'Thriller', 'Science Fiction']",2016
413778,Lost in Paris,3/8/2017,['Comedy'],2017
25379,The Blue Butterfly,2/20/2004,"['Adventure', 'Drama', 'Family']",2004
226524,Santo en Anónimo mortal,4/11/1975,[],1975
77785,Madison County,5/8/2012,"['Horror', 'Mystery', 'Thriller']",2012
370741,Flor marchita,7/3/1969,[],1969
236539,The Field Mouse,12/26/1941,[],1941
377196,Cleopatra's Palace: In Search of a Legend,1/1/1999,['Documentary'],1999
298920,Ghost Planes and the Mysteries of Flight 370,8/9/2014,['Documentary'],2014
364834,Los indolentes,6/28/1979,[],1979
22450,Red Water,8/17/2003,"['Horror', 'Action', 'Thriller']",2003
342011,Cárcel de Mujeres,9/28/1951,['Drama'],1951
112293,Park Road - the Movie,2/2/2012,"['Mystery', 'Comedy', 'Drama']",2012
269572,Almost Thirty,10/4/2013,['Comedy'],2013
391438,El amor no es ciego,4/4/1950,"['Romance', 'Drama']",1950
227627,El Viaje de la Nonna,2/7/2008,['Comedy'],2008
77451,The Things of Love,1/1/1989,"['Drama', 'War']",1989
253332,"Pulp: a Film About Life, Death & Supermarkets",3/9/2014,"['Music', 'Documentary']",2014
133684,The Russian Game,10/4/2007,['Comedy'],2007
173499,Everyone's Going to Die,3/10/2013,[],2013
185789,Mulholland Dr.,1/1/1999,"['Thriller', 'TV Movie', 'Drama', 'Mystery']",1999
444705,Dave Chappelle: The Age of Spin,3/21/2017,['Comedy'],2017
430156,David Bowie: The Last Five Years,1/7/2017,"['Music', 'Documentary']",2017
408435,Sami Blood,1/20/2017,['Drama'],2017
416569,Love and Fury,10/14/2016,['Drama'],2016
28264,Blood Rage,6/1/1987,['Horror'],1987
84167,About The Pink Sky,1/25/2012,['Drama'],2012
444193,The Evil Within,6/13/2017,['Horror'],2017
32148,Space Mutiny,1/1/1988,"['Romance', 'Adventure', 'Science Fiction']",1988
413687,Harmonia,7/11/2016,[],2016
331485,Streit's: Matzo and the American Dream,3/20/2015,"['History', 'Documentary', 'Family']",2015
343887,The Last Laugh,4/18/2016,['Documentary'],2016
356294,25-Apr,9/15/2015,['Documentary'],2015
415255,The Secret of Evil,9/18/2014,"['Horror', 'Mystery', 'Thriller']",2014
121539,Torn Apart,9/13/2006,"['Drama', 'Romance']",2006
403163,Enemies with Benefits,1/15/2016,['Comedy'],2016
56263,Going South,12/30/2009,['Drama'],2009
39278,Missing,6/12/2008,"['Fantasy', 'Thriller']",2008
396810,The Last Word,3/3/2017,"['Comedy', 'Drama']",2017
48133,Aventure Malgache,1/1/1944,['War'],1944
106348,Encounter at Raven's Gate,12/1/1988,"['Fantasy', 'Drama', 'Thriller', 'Science Fiction']",1988
417644,CHiPS,3/23/2017,"['Action', 'Comedy', 'Crime']",2017
353569,Table 19,1/20/2017,"['Comedy', 'Drama']",2017
353070,Going in Style,4/6/2017,"['Crime', 'Comedy', 'Drama']",2017
286538,Bokeh,3/24/2017,"['Drama', 'Science Fiction', 'Thriller']",2017
398929,Alibi.com,2/15/2017,['Comedy'],2017
40577,Island in the Sky,9/5/1953,"['Adventure', 'Drama']",1953
444706,Dave Chappelle: Deep in the Heart of Texas,3/21/2017,['Comedy'],2017
43009,Red Nightmare,2/11/1962,"['Drama', 'Science Fiction']",1962
352501,All Nighter,3/10/2017,['Comedy'],2017
431937,Mr & Mme Adelman,3/8/2017,"['Romance', 'Drama', 'Comedy']",2017
128891,Winstanley,1/1/1976,['Drama'],1976
128892,9 Dalmuir West,12/7/1962,['Documentary'],1962
220443,Leave to Remain,10/11/2013,['Drama'],2013
26452,Hercules,8/12/1983,"['Action', 'Adventure', 'Fantasy']",1983
70816,Posthumous Memories,8/17/2001,"['Drama', 'Comedy']",2001
243664,"Didi, the Goofy Cupid",4/27/2003,"['Romance', 'Comedy', 'Family']",2003
104858,Arirang,5/13/2011,['Documentary'],2011
220890,The Batman Shootings,8/19/2012,"['Documentary', 'History']",2012
345003,10 Days in a Madhouse,11/20/2015,['Drama'],2015
428687,Deidra & Laney Rob a Train,1/23/2017,"['Drama', 'Comedy', 'Crime']",2017
215562,How to Live in the German Federal Republic,2/9/1990,['Documentary'],1990
201198,Dumbland,3/18/2002,[],2002
447758,Carnage: Swallowing the Past,3/19/2017,"['Science Fiction', 'Comedy', 'Documentary']",2017
256969,Boys of Abu Ghraib,3/15/2014,"['Drama', 'War', 'Thriller']",2014
396643,A Flying Jatt,8/25/2016,"['Fantasy', 'Action', 'Adventure']",2016
380075,Fog in August,9/29/2016,['Drama'],2016
336956,A.D. The Bible Continues,4/5/2015,[],2015
409820,The Lost World of Communism,3/14/2009,['Documentary'],2009
109861,The Novelist,9/27/2008,"['Romance', 'Drama']",2008
52655,Shooters,11/17/2001,"['Action', 'Crime', 'Foreign', 'Thriller']",2001
256921,A tiro limpio,9/2/1963,['Crime'],1963
57088,Confessions of an Eco-Terrorist,1/1/2011,['Documentary'],2011
52280,The Fatal Glass of Beer,3/3/1933,['Comedy'],1933
448290,Half -Life,,"['Science Fiction', 'Thriller']",
71266,Cleopatra,11/13/1912,"['Drama', 'History']",1912
401743,The Most Hated Woman in America,3/24/2017,"['Crime', 'Drama']",2017
185476,Videograms of a Revolution,8/13/1992,['Documentary'],1992
329135,O Kadhal Kanmani,4/17/2015,"['Drama', 'Family', 'Romance']",2015
29971,Nayakan,7/1/1987,"['Drama', 'Action', 'Foreign']",1987
286437,The Secret Game,12/3/1917,['Drama'],1917
389292,Apex: The Story of the Hypercar,3/29/2016,['Documentary'],2016
210288,Gettin' In,10/17/2012,['Comedy'],2012
84562,Vine of the Soul: Encounters with Ayahuasca,7/23/2010,['Documentary'],2010
42242,Swashbuckler,1/1/1976,"['Adventure', 'Action', 'Comedy']",1976
403390,Bitter Harvest,2/23/2017,"['War', 'Drama', 'History', 'Romance']",2017
406204,People You May Know,7/7/2016,"['Comedy', 'Drama']",2016
54548,All You Need is Love,11/3/2009,"['Romance', 'Comedy', 'Drama']",2009
73541,You Should Meet My Son,10/31/2010,"['Comedy', 'Family']",2010
418718,Esteros,5/27/2016,"['Comedy', 'Drama', 'Romance']",2016
362617,Novatos,10/5/2015,['Drama'],2015
14681,Eating Out,2/14/2004,['Comedy'],2004
17028,Eating Out 2: Sloppy Seconds,1/1/2006,"['Comedy', 'Romance']",2006
25833,Eating Out: All You Can Eat,10/9/2009,['Comedy'],2009
227964,A Esperança é a Última Que Morre,9/3/2015,['Comedy'],2015
326198,Nothing in Return,5/8/2015,['Drama'],2015
168022,Monster Pies,4/10/2013,"['Drama', 'Romance']",2013
20033,Mulligans,1/1/2008,['Drama'],2008
27215,Rock Haven,6/21/2007,"['Drama', 'Romance']",2007
337412,John Apple Jack,11/29/2013,"['Romance', 'Comedy']",2013
232078,Triple Crossed,11/12/2013,"['Mystery', 'Thriller']",2013
38913,Awakening,4/29/2008,[],2008
157123,Tell No One,9/7/2012,['Comedy'],2012
397415,Vengeance: A Love Story,3/16/2017,"['Action', 'Thriller']",2017
239395,Workers Leaving the Factory,1/1/1995,[],1995
54911,The Amazing Truth About Queen Raquela,3/7/2008,"['Documentary', 'Drama']",2008
64403,Princesa,6/1/2001,"['Drama', 'Foreign', 'Romance']",2001
133964,Pluto,10/5/2012,['Drama'],2012
27969,Turk 182!,2/15/1985,"['Action', 'Comedy', 'Drama']",1985
74336,The Quiet Family,4/25/1998,"['Horror', 'Comedy']",1998
413658,Enter the Warriors Gate,11/18/2016,"['Action', 'Adventure']",2016
420648,The Bar,3/24/2017,"['Horror', 'Thriller', 'Comedy']",2017
342684,Vulcania,10/16/2015,"['Science Fiction', 'Thriller']",2015
4882,A Bullet for Pretty Boy,7/15/1970,"['Action', 'Drama', 'Crime', 'Thriller']",1970
60415,The Flag of Iron,2/1/1980,"['Action', 'Drama']",1980
334299,Caprice,2/27/2015,"['Comedy', 'Romance']",2015
359413,Aurélie Laflamme: Les pieds sur terre,4/24/2015,['Comedy'],2015
295049,"Nativity 3: Dude, Where's My Donkey?!",11/14/2014,['Comedy'],2014
152611,7:35 in the Morning,1/1/2003,[],2003
20105,The Story of the Kelly Gang,12/26/1906,"['History', 'Action', 'Drama', 'Crime']",1906
264760,Deadly Revenge,12/15/2013,['Thriller'],2013
343809,That's Not Us,6/21/2015,['Drama'],2015
353725,Our Loved Ones,8/12/2015,['Drama'],2015
364060,Middle Man,6/9/2017,"['Drama', 'Comedy', 'Crime', 'Thriller']",2017
64266,Demobbed,3/31/2000,['Comedy'],2000
149474,Galgameth,8/5/1997,[],1997
78363,My Little Princess,6/29/2011,['Drama'],2011
129229,A Plasticine Crow,12/31/1981,['Animation'],1981
73294,Closed Spaces,8/14/2008,"['Comedy', 'Drama']",2008
21778,RRRrrrr!!!,1/28/2004,['Comedy'],2004
429450,Pandora,12/7/2016,"['Thriller', 'Drama', 'Action']",2016
49890,Song For a Raggy Boy,1/19/2003,"['Drama', 'Romance']",2003
38577,The Old Man and the Sea,7/3/1999,"['Animation', 'Drama']",1999
341445,One Hundredth of a Second,8/21/2006,"['Drama', 'War']",2006
43685,Amphibian Man,1/3/1962,"['Adventure', 'Science Fiction', 'Romance']",1962
66085,Sky. Plane. Girl.,9/2/2002,[],2002
77564,Cruelty,5/17/2007,[],2007
104376,The Castle,1/1/1994,['Drama'],1994
56372,Shadowboxing,3/5/2005,['Action'],2005
363056,Miles,6/9/2017,['Drama'],2017
137116,Smurfs: The Lost Village,3/23/2017,"['Adventure', 'Animation', 'Comedy', 'Family']",2017
376134,The Discovery,3/31/2017,"['Drama', 'Romance', 'Science Fiction', 'Thriller']",2017
410348,Is That a Gun in Your Pocket?,9/16/2016,['Comedy'],2016
360612,Big Jet,9/19/2015,[],2015
32536,Rejected,7/25/2000,"['Animation', 'Comedy']",2000
429662,Viceroy's House,3/3/2017,"['Drama', 'History']",2017
66628,Toward the Terra,4/25/1980,"['Animation', 'Adventure', 'Action', 'Science Fiction']",1980
54970,Spring on Zarechnaya Street,11/26/1956,['Romance'],1956
446076,The Devotion of Suspect X,3/31/2017,"['Mystery', 'Thriller']",2017
289222,The Zookeeper's Wife,3/31/2017,"['Drama', 'History']",2017
3427,Max and the Junkmen,2/17/1971,['Thriller'],1971
125313,The Outskirts,10/4/1998,['Drama'],1998
121688,Wild Field,9/5/2008,['Drama'],2008
52400,Yoroi: Samurai zombie,6/30/2008,"['Horror', 'Action', 'Foreign']",2008
135561,Mud Zombies,7/28/2008,['Horror'],2008
6107,Murder in Three Acts,9/30/1986,"['Crime', 'Drama', 'Mystery']",1986
440777,Female Fight Club,3/16/2017,"['Drama', 'Action']",2017
305642,Ithaca,10/29/2015,['Drama'],2015
317965,La Bionda,3/12/1993,[],1993
410205,"All Governments Lie: Truth, Deception, and the Spirit of I.F. Stone",11/4/2016,['Documentary'],2016
422566,I still hide to smoke,11/5/2016,[],2016
413927,Louise by the Shore,11/23/2016,['Animation'],2016
26509,The Bed-Sitting Room,6/1/1969,"['Drama', 'Comedy']",1969
219924,Days of Hope,6/12/1945,"['War', 'Drama']",1945
327909,No Man's Island,10/16/2014,"['Romance', 'Comedy']",2014
430419,Lone Wolves,12/13/2016,"['Action', 'Science Fiction']",2016
310814,Julie & Jack,1/1/2003,"['Romance', 'Science Fiction']",2003
22984,The Kids Are Alright,6/24/1979,"['Documentary', 'Music']",1979
331392,Eloise,2/3/2017,"['Horror', 'Mystery', 'Thriller']",2017
63077,The Coming Days,11/4/2010,"['Drama', 'Science Fiction']",2010
400928,Gifted,4/12/2017,['Drama'],2017
399615,White Coffin,7/21/2016,"['Thriller', 'Horror', 'Action']",2016
173796,Brave Miss World,12/13/2013,['Documentary'],2013
213927,Born to Race: Fast Track,3/20/2014,['Action'],2014
331214,Band of Brothers,9/9/2001,"['Action', 'Drama', 'War']",2001
65310,Hornblower: Loyalty,1/5/2003,"['Adventure', 'Drama', 'War']",2003
408647,Teen Titans: The Judas Contract,3/22/2017,"['Science Fiction', 'Animation', 'Action']",2017
364830,The Champions,11/6/2015,['Documentary'],2015
235708,Going Under,10/21/2004,['Drama'],2004
375298,Milling the Militants,3/31/1913,[],1913
448767,Johanneksen leipäpuu,5/2/1994,[],1994
449674,Louis C.K. 2017,4/4/2017,['Comedy'],2017
394645,De Premier,10/26/2016,['Thriller'],2016
368006,24,5/5/2016,"['Action', 'Science Fiction', 'Thriller']",2016
37520,X: The Unheard Music,3/1/1986,"['Music', 'Documentary']",1986
